"My <Product> has a <Descriptor> and a <Descriptor> <Descriptor> LED <Descriptor> picture.. <Feature>, a component input and a regular good old fashioned AV (Red/White/Yellow)input make this unit very versatile.",Feature
"Size is <Descriptor>, and the <Feature> is <Descriptor>",Feature
Still and slow moving moments look <Descriptor>,Feature
"<Feature> are <Descriptor> set, if you have a calibration dvd you are all set.",Feature
 had <Descriptor> for this <Product> after reading the reviews but 5 minutes out of the box <Consumer> got the <Feature> and attempted to turn <Product> on to find the <Feature> work with the shrink wrapped batteries <Product> came with.,Issue
"On my specimen, there is noticeable back-light infiltration, initially in the <Descriptor> and <Descriptor>. ",Issue
"<Feature> will go black, randomly for roughly 5 seconds.",Issue
We owned one for 10 months and went <Feature>. ,Issue
<Consumer> would. <Consumer> have had the <Product> for less than 6 months and it is torn up.,Issue
"Box was damaged, <Feature> (<Descriptor> plastic that holds the <Product> in place) was damaged. ",Issue
When we turned <Product> on the picture had crazy colored lines across and no image on <Feature>. ,Issue
<Feature> was <Descriptor>.,Issue
That is until <Consumer> got it home and realized that the <Product> had <Descriptor> on it. ,Issue
"That replacement worked for about 4 hours, then <Feature> started showing black, <Feature> moving up and down <Feature> and gradually became worse until the television wasn't <Descriptor>.",Issue
"This <Feature> was working for about <Descriptor> worth of viewing, then the picture faded into <Descriptor> and <Descriptor>. Completely unusable.",Issue
Within the first month <Consumer> was having issues with the video and audio not working. ,Issue
After about a week of that the <Feature> went completely out. <Consumer> contacted sharp and opened a case. It took <Product> about a month but they sent a <Product> repair man out to replace the <Descriptor> <Feature>.,Issue
had to return <Product> due to <Descriptor> <Feature> on <Feature>,Issue
" <Consumer> have put it to use just few days ago, and all of a sudden there was no Audio coming out from the <Product>'s <Feature>, when <Consumer> try to stream content from <Company>, Youtube or any other <Product> in app.",Issue
"TV randomly reboots itself, sometimes a few times in a row",Issue
First issue was that on several streams there were odd <Descriptor>.,Issue
After the third day <Consumer> started losing sound when switching from <Company> to cable. ,Issue
There is some <Feature> on the edges and you can see the <Feature> on all black screens,Issue
<Descriptor> that <Feature> after 45 days making it ineligible for return,Issue
Makes loud <Feature> while fast forwarding and randomly freezes even while <Feature> is still on.,Issue
"The <Feature> around <Feature> does not meet all the way around, leaving a horizontal line of light shining through on the top <Descriptor> <Feature>",Issue
<Product> sometime has <Descriptor>. No idea what is happening,Issue
<Consumer> got a <Descriptor> <Feature> that <Consumer> didn't notice until <Consumer> saw an all <Descriptor> <Feature> and now <Consumer> notice <Product> all the time. ,Issue
Out of the box there is a <Descriptor> <Feature>.,Issue
Second <Product> came in and <Feature> is <Descriptor>!,Issue
Arrived broken.,Issue
Arrived with <Feature> broken where it meets the frame from poor assembly at the factory and an obvious lack of inspection. ,Issue
Worked fine for about a month (at which point it's ineligible for a return) then the picture started flashing in and out.,Issue
Huge discoloration on the upper <Feature> .,Issue
After two months the panel went bad; there is a 3-inch horizontal bar along the bottom of the television that flashes random colors.,Issue
wouldn't started yesterday with <Feature> and <Descriptor> <Feature> is <Descriptor>.,Issue
"The first week of Febuary the scrambling and distortion began to get worse, lasting longer and longer, until it was only scrambling when you turned on the set. ",Issue
"Also, as of 1/18/2016 the <Product> now <Feature> until <Consumer> tap <Product> on its side.",Issue
Dead pixels throughout and the <Feature> was <Descriptor>. Huge disappointment.,Issue
"But the annoying thing is, the first one <Consumer> got, there were two <Descriptor> <Feature> at the low center of <Feature>, they were too obvious to be ignored. So after another week of waiting, <Consumer> got a replacement. But <Consumer> found there's a dead pixel surrounding by a 'bubble' underneath the panel, just right after <Consumer> spent half an hour to get it mounted on the wall. It looks like a <Descriptor>.",Issue
Not even four months later and there is a horizontal blue line on the left side of <Feature>.,Issue
"One month out of <Feature>, and a blue line randomly appeared on <Feature> indicating a pixel defect. ",Issue
"<Feature> <Descriptor> <Feature>, <Feature>.",Issue
"80 days after purchase, the otherwise fine unit suddenly emitted a high-decibel static death shriek",Issue
bout 6 months in it started having <Feature> issues where the display would cut in and out until finally it just <Descriptor>,Issue
backlight died after 7 months. ,Issue
Bought <Product> 4 days ago it already went dead ?,Issue
Had mine about 10 months now and it now goes through this sequence of scrolling all of the <Product> continuously.,Issue
"However, today Sunday April 24, 2016...<Feature> appeared on <Feature> from the center stretching to the right and patterns like a bar code.",Issue
"The <Feature> was immediately grainy, snowy, had <Descriptor> <Feature> and occasionally a <Descriptor>.",Issue
After only having this <Product> for 1 month <Consumer> noticed a huge line across <Feature>.,Issue
"<Consumer> was very excited about getting my new <Product>, only to find out that <Feature> was <Descriptor>.",Issue
it worked for a month and went black <Feature> and no matter how much turning off and on or doing anything nothing would get it too work so <Consumer> returned it...,Issue
